% Model:              capacitor_fringing_fields - sc-2-qw.mph
% Version:            COMSOL 5.1.0.136
% Date:               Dec 19 2018, 15:58
% Dimension:          3
% Nodes:              4260
% Expressions:        1
% Description:        Surface charge density
% Length unit:        nm
% x             y              z              es.nD (C/m^2)
-0.84761        0.68334        1.9432         0.012644
-0.84742        -0.37374       1.5065         0.016396
-0.84742        -0.37374       1.5065         0.016396
-0.84742        -0.37374       1.5065         0.016742
-0.84742        -0.37374       1.5065         0.016397
-0.84742        -0.37374       1.5065         0.016525
-0.84742        -0.37374       1.5065         0.016525
-0.84727        0.37136        1.5048         0.016935
-0.84727        0.37136        1.5048         0.016618
-0.84727        0.37136        1.5048         0.016374
-0.84727        0.37136        1.5048         0.017078
-0.84727        0.37136        1.5048         0.016574
-0.84727        0.37136        1.5048         0.016647
-0.84600        0.58107        1.7042         0.014133
-0.84550        0.61550        1.7590         0.013763
-0.84550        0.61550        1.7590         0.013735
-0.84545        -0.58151       1.7037         0.014160
-0.84520        0.069322       1.3994         0.018507
-0.84470        -0.070712      1.3990         0.018699
-0.84441        -0.61614       1.7574         0.013778
-0.84441        -0.61614       1.7574         0.013722
-0.84356        -0.54501       1.6513         0.014591
-0.84356        -0.54501       1.6513         0.014586
-0.84348        0.54474        1.6508         0.014545
-0.84348        0.54474        1.6508         0.014736
-0.84341        -0.68885       1.9446         0.012874
-0.84341        -0.68885       1.9446         0.012640
-0.84341        -0.68885       1.9446         0.012611
-0.84341        -0.68885       1.9446         0.012875
-0.84341        -0.68885       1.9446         0.012861
-0.84341        -0.68885       1.9446         0.012419
-0.84279        0.31739        1.4684         0.017441
-0.84279        0.31739        1.4684         0.017501
-0.84226        -0.32034       1.4691         0.017414
-0.84226        -0.32034       1.4691         0.016961
-0.83537        0.26238        1.4342         0.017934
-0.83537        0.26238        1.4342         0.017949
-0.83493        0.64855        1.7962         0.013435
-0.83493        0.64855        1.7962         0.013434
-0.83414        -0.26591       1.4340         0.018122
-0.83414        -0.26591       1.4340         0.017665
-0.83389        -0.64900       1.7944         0.013436
-0.83389        -0.64900       1.7944         0.013432
-0.82794        0.67705        1.8429         0.013180
-0.82723        0.71742        1.9952         0.012313
-0.82723        0.71742        1.9952         0.012402
-0.82706        -2.3639E-17    1.3748         0.019555
-0.82706        0.0000         1.3748         0.019056
-0.82706        -0.72524       2.1000         0.011855
-0.82706        0.72524        2.1000         0.011844
-0.82617        -0.67901       1.8424         0.013154
-0.82499        0.20636        1.4023         0.018803
-0.82499        0.20636        1.4023         0.018471
-0.82499        0.20636        1.4023         0.018471
-0.82499        0.20636        1.4023         0.018471
-0.82499        0.20636        1.4023         0.018390
-0.82499        0.20636        1.4023         0.018390
-0.82481        -0.52306       1.5939         0.015406
-0.82481        -0.52306       1.5939         0.015241
-0.82464        0.52289        1.5935         0.015287
-0.82464        0.52289        1.5935         0.015289
-0.82427        -0.72097       1.9961         0.012445
-0.82427        -0.72097       1.9961         0.012207
-0.82307        -0.21044       1.4012         0.018875
-0.82307        -0.21044       1.4012         0.018534
-0.82307        -0.21044       1.4012         0.018874
-0.82307        -0.21044       1.4012         0.018486
-0.82307        -0.21044       1.4012         0.018486
-0.82307        -0.21044       1.4012         0.018485
-0.81943        -0.48337       1.5479         0.015914
-0.81923        0.48263        1.5469         0.015833
-0.81880        0.70394        1.8901         0.012937
-0.81880        0.70394        1.8901         0.012954
-0.81695        0.62878        1.7163         0.014114
-0.81695        0.62878        1.7163         0.014047
-0.81662        -0.62893       1.7159         0.014092
-0.81662        -0.62893       1.7159         0.014084
-0.81639        -0.59344       1.6626         0.014488
-0.81639        -0.59344       1.6626         0.014484
-0.81614        -0.70727       1.8910         0.012908
-0.81614        -0.70727       1.8910         0.012821
-0.81609        0.59344        1.6620         0.014706
-0.81609        0.59344        1.6620         0.014507
-0.81307        0.13807        1.3721         0.019216
-0.81307        0.13807        1.3721         0.019206
-0.81188        -0.14082       1.3713         0.019135
-0.81188        -0.14082       1.3713         0.019132
-0.81141        -0.44235       1.5034         0.016466
-0.81141        -0.44235       1.5034         0.016471
-0.81112        0.44101        1.5020         0.016457
-0.81112        0.44101        1.5020         0.016634
-0.80870        -0.38327       1.4604         0.017578
-0.80870        -0.38327       1.4604         0.017205
-0.80692        0.66227        1.7532         0.013727
-0.80688        0.37883        1.4555         0.017919
-0.80688        0.37883        1.4555         0.017393
-0.80663        -0.66222       1.7524         0.013772
-0.80397        0.74891        2.0474         0.012179
-0.80397        0.74891        2.0474         0.012047
-0.80249        -0.32941       1.4236         0.018225
-0.80241        -0.75062       2.0479         0.012116
-0.80241        -0.75062       2.0479         0.012035
-0.80139        0.73661        1.9413         0.012598
-0.80139        0.73661        1.9413         0.012597
-0.80125        0.32434        1.4197         0.018389
-0.79840        -0.57218       1.6049         0.015119
-0.79800        0.57228        1.6044         0.015255
-0.79734        0.069287       1.3454         0.019707
-0.79734        0.069287       1.3454         0.020148
-0.79680        -0.070672      1.3449         0.019913
