% Model:              capacitor_fringing_fields - sc-2-qw.mph
% Version:            COMSOL 5.1.0.136
% Date:               Dec 16 2018, 23:13
% Dimension:          3
% Nodes:              14185
% Expressions:        1
% Description:        Surface charge density
% Length unit:        nm
% x             y              z              es.nD (C/m^2)
-37.397         -46.920        40.000         0.0000
-37.381         -5.0283        40.000         0.0000
-37.322         32.269         40.000         0.0000
-37.321         23.874         40.000         0.0000
-37.291         13.626         40.000         0.0000
-37.268         -29.434        40.000         0.0000
-37.233         39.308         40.000         0.0000
-37.118         -36.823        40.000         0.0000
-37.084         -44.694        40.000         0.0000
-36.937         6.2897         40.000         0.0000
-36.890         -7.5315        40.000         0.0000
-36.854         44.868         40.000         0.0000
-36.837         29.880         40.000         0.0000
-36.833         -15.594        40.000         0.0000
-36.782         37.088         40.000         0.0000
-36.770         -42.468        40.000         0.0000
-36.618         -20.857        40.000         0.0000
-36.456         -40.243        40.000         0.0000
-36.400         -10.035        40.000         0.0000
-36.385         -34.807        40.000         0.0000
-36.349         21.631         40.000         0.0000
-36.331         34.868         40.000         0.0000
-36.309         42.818         40.000         0.0000
-36.304         16.714         40.000         0.0000
-36.243         8.8267         40.000         0.0000
-35.933         -33.142        40.000         0.0000
-35.867         33.188         40.000         0.0000
-35.808         -26.031        40.000         0.0000
-35.765         40.767         40.000         0.0000
-35.741         -17.974        40.000         0.0000
-35.723         -38.226        40.000         0.0000
-35.626         26.529         40.000         0.0000
-35.613         48.288         40.000         0.0000
-35.612         -48.288        40.000         0.0000
-35.591         -30.485        40.000         0.0000
-35.550         11.364         40.000         0.0000
-35.482         -45.995        40.000         0.0000
-35.382         30.799         40.000         0.0000
-35.355         -13.013        40.000         0.0000
-35.347         -2.9224        40.000         0.0000
-35.314         38.547         40.000         0.0000
-35.248         -27.827        40.000         0.0000
-35.209         46.001         40.000         0.0000
-35.199         -0.42217       40.000         0.0000
-35.169         -43.769        40.000         0.0000
-35.119         19.145         40.000         0.0000
-35.051         2.0781         40.000         0.0000
-34.990         -36.210        40.000         0.0000
-34.923         -23.539        40.000         0.0000
-34.903         4.5783         40.000         0.0000
-34.897         28.410         40.000         0.0000
-34.863         36.327         40.000         0.0000
-34.857         -5.4256        40.000         0.0000
-34.855         -41.543        40.000         0.0000
-34.783         -39.799        40.000         0.0000
-34.664         43.950         40.000         0.0000
-34.653         24.285         40.000         0.0000
-34.563         14.451         40.000         0.0000
-34.413         34.108         40.000         0.0000
-34.366         -7.9287        40.000         0.0000
-34.263         -15.394        40.000         0.0000
-34.256         -34.194        40.000         0.0000
-34.209         7.1153         40.000         0.0000
-34.120         41.900         40.000         0.0000
-34.055         40.272         40.000         0.0000
-34.049         -37.783        40.000         0.0000
-34.047         -20.657        40.000         0.0000
-33.928         31.718         40.000         0.0000
-33.914         -31.536        40.000         0.0000
-33.876         -10.432        40.000         0.0000
-33.779         49.588         40.000         0.0000
-33.778         -49.589        40.000         0.0000
-33.673         -47.329        40.000         0.0000
-33.604         38.052         40.000         0.0000
-33.571         -28.879        40.000         0.0000
-33.568         -45.069        40.000         0.0000
-33.516         9.6522         40.000         0.0000
-33.443         29.329         40.000         0.0000
-33.424         21.799         40.000         0.0000
-33.399         47.335         40.000         0.0000
-33.379         16.882         40.000         0.0000
-33.344         -1.5154        40.000         0.0000
-33.316         -35.766        40.000         0.0000
-33.254         -42.844        40.000         0.0000
-33.229         -26.221        40.000         0.0000
-33.196         0.98485        40.000         0.0000
-33.182         -41.099        40.000         0.0000
-33.171         -17.774        40.000         0.0000
-33.153         35.832         40.000         0.0000
-33.152         -3.6758        40.000         0.0000
-33.109         -39.355        40.000         0.0000
-33.048         3.4851         40.000         0.0000
-33.019         45.083         40.000         0.0000
-32.958         26.940         40.000         0.0000
-32.823         12.189         40.000         0.0000
-32.784         -12.813        40.000         0.0000
-32.662         -6.1789        40.000         0.0000
-32.631         5.6099         40.000         0.0000
-32.475         43.032         40.000         0.0000
-32.410         41.405         40.000         0.0000
-32.376         -37.339        40.000         0.0000
-32.353         -23.339        40.000         0.0000
-32.345         39.777         40.000         0.0000
-32.194         19.314         40.000         0.0000
-32.172         -8.6821        40.000         0.0000
-31.937         8.1469         40.000         0.0000
-31.897         50.819         40.000         0.0000
-31.896         -50.820        40.000         0.0000
-31.894         37.557         40.000         0.0000
-31.815         -48.595        40.000         0.0000
-31.771         -33.823        40.000         0.0000
-31.734         -46.370        40.000         0.0000
-31.728         24.454         40.000         0.0000
-31.692         -15.193        40.000         0.0000
-31.653         -44.144        40.000         0.0000
-31.638         14.620         40.000         0.0000
-31.601         33.901         40.000         0.0000
-31.581         -42.400        40.000         0.0000
-31.561         -10.715        40.000         0.0000
-31.541         48.601         40.000         0.0000
-31.508         -40.656        40.000         0.0000
-31.476         -20.457        40.000         0.0000
-31.436         -38.911        40.000         0.0000
-31.428         -31.165        40.000         0.0000
-31.342         -0.10836       40.000         0.0000
-31.244         10.684         40.000         0.0000
-31.194         2.3919         40.000         0.0000
-31.185         46.383         40.000         0.0000
-31.150         -2.2688        40.000         0.0000
-31.116         31.512         40.000         0.0000
-31.086         -28.508        40.000         0.0000
-30.958         -4.4292        40.000         0.0000
-30.831         -35.395        40.000         0.0000
-30.830         44.165         40.000         0.0000
-30.776         4.5167         40.000         0.0000
-30.771         -25.574        40.000         0.0000
-30.765         42.537         40.000         0.0000
-30.700         40.910         40.000         0.0000
-30.634         39.282         40.000         0.0000
-30.631         29.123         40.000         0.0000
-30.600         -17.574        40.000         0.0000
-30.499         21.968         40.000         0.0000
-30.469         -13.096        40.000         0.0000
