% Model:              capacitor_fringing_fields - sc-2-qw.mph
% Version:            COMSOL 5.1.0.136
% Date:               Dec 16 2018, 23:12
% Dimension:          3
% Nodes:              15376
% Expressions:        1
% Description:        Surface charge density
% Length unit:        nm
% x             y              z              es.nD (C/m^2)
-50.353         -21.163        8.9000         0.0000
-50.287         14.239         8.9000         0.0000
-50.263         -2.9388        8.9000         0.0000
-50.257         -7.4702        8.9000         0.0000
-50.235         -15.816        8.9000         0.0000
-50.141         -5.9964        8.9000         0.0000
-50.130         -17.789        8.9000         0.0000
-50.097         11.424         8.9000         0.0000
-50.025         -4.5227        8.9000         0.0000
-50.018         -29.564        8.9000         0.0000
-50.004         1.8528         8.9000         0.0000
-49.969         15.741         8.9000         0.0000
-49.926         -26.128        8.9000         0.0000
-49.923         25.318         8.9000         0.0000
-49.909         33.303         8.9000         0.0000
-49.909         -33.304        8.9000         0.0000
-49.867         29.913         8.9000         0.0000
-49.718         -23.045        8.9000         0.0000
-49.651         17.243         8.9000         0.0000
-49.512         18.843         8.9000         0.0000
-49.495         -19.671        8.9000         0.0000
-49.437         -12.786        8.9000         0.0000
-49.401         -10.178        8.9000         0.0000
-49.397         22.048         8.9000         0.0000
-49.339         26.751         8.9000         0.0000
-49.268         3.4769         8.9000         0.0000
-49.172         13.000         8.9000         0.0000
-49.058         -27.485        8.9000         0.0000
-48.981         10.186         8.9000         0.0000
-48.976         -31.242        8.9000         0.0000
-48.925         -0.052160      8.9000         0.0000
-48.860         -21.553        8.9000         0.0000
-48.849         -24.403        8.9000         0.0000
-48.846         -14.232        8.9000         0.0000
-48.832         8.4911         8.9000         0.0000
-48.826         31.591         8.9000         0.0000
-48.788         34.924         8.9000         0.0000
-48.788         -34.925        8.9000         0.0000
-48.756         28.184         8.9000         0.0000
-48.742         -16.205        8.9000         0.0000
-48.687         -1.6360        8.9000         0.0000
-48.682         6.7960         8.9000         0.0000
-48.637         -18.179        8.9000         0.0000
-48.593         -8.2280        8.9000         0.0000
-48.533         5.1009         8.9000         0.0000
-48.524         20.664         8.9000         0.0000
-48.477         -6.7542        8.9000         0.0000
-48.449         -3.2198        8.9000         0.0000
-48.429         -11.413        8.9000         0.0000
-48.409         23.868         8.9000         0.0000
-48.361         -5.2805        8.9000         0.0000
-48.247         14.577         8.9000         0.0000
-48.190         1.5719         8.9000         0.0000
-48.056         11.762         8.9000         0.0000
-48.044         -29.180        8.9000         0.0000
-48.002         -20.060        8.9000         0.0000
-47.981         -25.760        8.9000         0.0000
-47.958         -32.970        8.9000         0.0000
-47.928         16.079         8.9000         0.0000
-47.826         25.301         8.9000         0.0000
-47.790         17.679         8.9000         0.0000
-47.743         29.879         8.9000         0.0000
-47.711         -22.688        8.9000         0.0000
-47.651         19.280         8.9000         0.0000
-47.621         -9.4625        8.9000         0.0000
-47.615         36.507         8.9000         0.0000
-47.615         -36.508        8.9000         0.0000
-47.609         33.206         8.9000         0.0000
-47.536         22.484         8.9000         0.0000
-47.457         -12.648        8.9000         0.0000
-47.454         3.1959         8.9000         0.0000
-47.353         -14.621        8.9000         0.0000
-47.314         9.7736         8.9000         0.0000
-47.249         -16.595        8.9000         0.0000
-47.243         26.734         8.9000         0.0000
-47.164         8.0785         8.9000         0.0000
-47.144         -18.568        8.9000         0.0000
-47.131         13.338         8.9000         0.0000
-47.112         -27.118        8.9000         0.0000
-47.112         -0.33313       8.9000         0.0000
-47.026         -30.908        8.9000         0.0000
-47.015         6.3834         8.9000         0.0000
-46.873         -1.9170        8.9000         0.0000
-46.853         -21.196        8.9000         0.0000
-46.842         -24.046        8.9000         0.0000
-46.812         -7.5121        8.9000         0.0000
-46.811         -34.573        8.9000         0.0000
-46.785         -3.9776        8.9000         0.0000
-46.711         4.8176         8.9000         0.0000
-46.696         -6.0383        8.9000         0.0000
-46.663         21.101         8.9000         0.0000
-46.659         28.167         8.9000         0.0000
-46.649         -10.697        8.9000         0.0000
-46.526         31.494         8.9000         0.0000
-46.462         34.808         8.9000         0.0000
-46.390         38.052         8.9000         0.0000
-46.390         -38.052        8.9000         0.0000
-46.389         11.350         8.9000         0.0000
-46.383         23.823         8.9000         0.0000
-46.376         1.2909         8.9000         0.0000
-46.206         14.915         8.9000         0.0000
-46.093         -28.846        8.9000         0.0000
-46.067         16.515         8.9000         0.0000
-46.007         -32.637        8.9000         0.0000
-45.995         -19.704        8.9000         0.0000
-45.974         -25.403        8.9000         0.0000
-45.929         18.116         8.9000         0.0000
-45.840         -8.7466        8.9000         0.0000
-45.800         25.256         8.9000         0.0000
-45.790         19.717         8.9000         0.0000
-45.782         -12.088        8.9000         0.0000
-45.704         -22.331        8.9000         0.0000
-45.647         9.3610         8.9000         0.0000
-45.646         -13.680        8.9000         0.0000
-45.633         2.9126         8.9000         0.0000
-45.612         -36.136        8.9000         0.0000
-45.541         -15.654        8.9000         0.0000
-45.522         -27.192        8.9000         0.0000
-45.510         22.440         8.9000         0.0000
-45.497         7.6659         8.9000         0.0000
-45.464         12.926         8.9000         0.0000
-45.442         29.783         8.9000         0.0000
-45.437         -17.627        8.9000         0.0000
-45.309         33.110         8.9000         0.0000
-45.298         -0.61409       8.9000         0.0000
-45.263         36.372         8.9000         0.0000
-45.216         26.690         8.9000         0.0000
-45.209         -2.6748        8.9000         0.0000
-45.194         6.1001         8.9000         0.0000
-45.120         -4.7354        8.9000         0.0000
-45.117         39.553         8.9000         0.0000
-45.116         -39.554        8.9000         0.0000
-45.075         -30.575        8.9000         0.0000
-45.032         -6.7961        8.9000         0.0000
-44.973         -10.137        8.9000         0.0000
-44.890         4.5342         8.9000         0.0000
-44.846         -20.839        8.9000         0.0000
-44.835         -23.689        8.9000         0.0000
-44.834         -34.220        8.9000         0.0000
-44.819         28.271         8.9000         0.0000
-44.722         10.937         8.9000         0.0000
-44.637         21.056         8.9000         0.0000
-44.596         14.401         8.9000         0.0000
-44.591         -37.308        8.9000         0.0000
-44.555         1.0076         8.9000         0.0000
-44.503         -28.921        8.9000         0.0000
-44.503         15.863         8.9000         0.0000
-44.383         -25.477        8.9000         0.0000
