% Model:              capacitor_fringing_fields - sc-2-qw.mph
% Version:            COMSOL 5.1.0.136
% Date:               Dec 16 2018, 23:13
% Dimension:          3
% Nodes:              14221
% Expressions:        1
% Description:        Surface charge density
% Length unit:        nm
% x             y              z              es.nD (C/m^2)
-60.000         0.0000         35.000         0.0000
-59.958         2.2440         35.000         0.0000
-59.958         -2.2440        35.000         0.0000
-59.832         4.4832         35.000         0.0000
-59.832         -4.4834        35.000         0.0000
-59.623         6.7178         35.000         0.0000
-59.623         -6.7180        35.000         0.0000
-59.330         8.9429         35.000         0.0000
-59.330         -8.9433        35.000         0.0000
-58.954         11.154         35.000         0.0000
-58.954         -11.154        35.000         0.0000
-58.496         13.351         35.000         0.0000
-58.496         -13.352        35.000         0.0000
-58.106         -0.96445       35.000         0.0000
-58.022         -3.2061        35.000         0.0000
-58.008         1.0699         35.000         0.0000
-57.955         15.529         35.000         0.0000
-57.955         -15.530        35.000         0.0000
-57.924         3.3115         35.000         0.0000
-57.854         -5.4431        35.000         0.0000
-57.757         5.5484         35.000         0.0000
-57.607         7.6030         35.000         0.0000
-57.569         -7.4850        35.000         0.0000
-57.335         17.685         35.000         0.0000
-57.334         -17.685        35.000         0.0000
-57.272         9.8211         35.000         0.0000
-57.234         -9.7032        35.000         0.0000
-56.855         12.025         35.000         0.0000
-56.817         -11.907        35.000         0.0000
-56.633         19.816         35.000         0.0000
-56.633         -19.817        35.000         0.0000
-56.426         -13.938        35.000         0.0000
-56.320         13.978         35.000         0.0000
-56.211         -1.9289        35.000         0.0000
-56.114         0.10543        35.000         0.0000
-56.085         -4.1682        35.000         0.0000
-56.016         2.1398         35.000         0.0000
-55.890         4.3790         35.000         0.0000
-55.852         21.921         35.000         0.0000
-55.852         -21.922        35.000         0.0000
-55.846         -16.104        35.000         0.0000
-55.800         -6.2101        35.000         0.0000
-55.741         6.4336         35.000         0.0000
-55.740         16.145         35.000         0.0000
-55.591         8.4882         35.000         0.0000
-55.515         -8.2519        35.000         0.0000
-55.215         10.699         35.000         0.0000
-55.184         -18.248        35.000         0.0000
-55.139         -10.463        35.000         0.0000
-55.078         18.289         35.000         0.0000
-54.994         23.993         35.000         0.0000
-54.994         -23.994        35.000         0.0000
-54.748         -12.493        35.000         0.0000
-54.680         12.652         35.000         0.0000
-54.505         -20.041        35.000         0.0000
-54.464         20.228         35.000         0.0000
-54.357         -14.523        35.000         0.0000
-54.317         -2.8933        35.000         0.0000
-54.219         -0.85902       35.000         0.0000
-54.145         14.606         35.000         0.0000
-54.122         1.1753         35.000         0.0000
-54.058         26.033         35.000         0.0000
-54.058         -26.034        35.000         0.0000
-54.031         -4.9352        35.000         0.0000
-54.024         3.2096         35.000         0.0000
-53.874         5.2642         35.000         0.0000
-53.746         -6.9770        35.000         0.0000
-53.736         -16.679        35.000         0.0000
-53.725         7.3188         35.000         0.0000
-53.685         -22.130        35.000         0.0000
-53.645         22.316         35.000         0.0000
-53.575         9.3734         35.000         0.0000
-53.524         16.761         35.000         0.0000
-53.461         -9.0188        35.000         0.0000
-53.070         -11.049        35.000         0.0000
-53.056         -18.472        35.000         0.0000
-53.047         28.036         35.000         0.0000
-53.046         -28.037        35.000         0.0000
-53.040         11.327         35.000         0.0000
-52.909         18.700         35.000         0.0000
-52.894         -1.8394        35.000         0.0000
-52.797         0.19493        35.000         0.0000
-52.788         -24.186        35.000         0.0000
-52.748         24.372         35.000         0.0000
-52.699         2.2292         35.000         0.0000
